,Title,Summary,Body
0,Farmatodo amplió tienda del barrio Rosales en Bogotá con inversión de $1.200 millones,"La marca espera cerrar con 60 oficinas en el país, con proyectos de expanción en la costa caribe y los santanderes","La inmobiliaria Century 21, con 15 años de operación en Colombia y con 40 oficinas en el territorio nacional, anunció que este año abriría otras 20 sucursales. Estas nuevas sedes estarán en Bogotá y Cundinamarca, Pasto y Buenaventura, informaron, así como abrir las primeras de la marca en Cartagena y Bucaramanga.“Con un 40% de colombianos viviendo en arriendo es de vital importancia incluir este servicio en una inmobiliaria y contar con un modelo de operación como el que hemos desarrollado, que incluye también entrenamiento, procesos documentados y sistemas administrativos y de gestión” comenta Alberto Rodríguez Moreno, presidente ejecutivo y CEO de Century 21 en Colombia.La empresa calcula que cada franquicia suya puede llegar a costar US$25.000; aunque es un valor que varía de acuerdo al perfil y las características del inversionista: si tiene experiencia inmobiliaria, si tiene ya una inmobiliaria, si conoce o no del negocio, entre otras.“A una persona que quiere iniciar una empresa en el sector de finca raíz o un inmobiliario que quiere acelerar su crecimiento y el éxito de su negocio, le entregamos todo nuestro conocimiento, experiencia y reputación para que pueda desarrollar su empresa inmobiliaria bajo el nombre de Century 21. Esta es principalmente una alianza estratégica a largo plazo en la que le proporcionamos al franquiciado las herramientas, el entrenamiento y el acompañamiento necesarios para alcanzar sus objetivos”, añadió Rodríguez."
