,Title,Summary,Body
0,"Consejo Superior de la Universidad Nacional reeligió a la actual rectora, Dolly Montoya","La ruta estará habilitada a partir del próximo 14 de mayo, con un vuelo diario que podrá transportar hasta 48 pasajeros","La aerolínea EasyFly anunció la entrada en operación de la nueva ruta Cali-Guapi que conectará a la capital del Valle, con el municipio del pacífico colombiano, atractivo por el avistamiento de ballenas y el popular Parque Natural Gorgona.La ruta estará habilitada a partir del próximo 14 de mayo, con un vuelo diario en aviones de la flota ATR 42, que cuentan con capacidad para transportar 48 pasajero, en los horarios de 11:05 a.m y 12:25 p.m de lunes a domingo.Las tarifas de los vuelos en la nueva ruta tienen precios desde $99.700Con la nueva ruta, la compañía aérea espera consolidar la reactivación aérea, la cual ha transportado cerca de 450.000 pasajeros, desde el pasado 21 de julio, operando en 38 rutas nacionales directas y con presencia en 27 ciudades con 16 aviones."
